f([0.62 0.62]): 0.5810351605373051
f([0.63 0.63]): 0.5891447579422695
f([0.64 0.64]): 0.5971954413623921
f([0.65 0.65]): 0.6051864057360395
f([0.66 0.66]): 0.6131168519734338
f([0.67 0.67]): 0.6209859870365597
f([0.68 0.68]): 0.6287930240184686
f([0.69 0.69]): 0.636537182221968
f([0.7 0.7]): 0.6442176872376911
f([0.71 0.71]): 0.6518337710215367
f([0.72 0.72]): 0.6593846719714732
f([0.73 0.73]): 0.6668696350036979
f([0.74 0.74]): 0.6742879116281452
f([0.75 0.75]): 0.6816387600233342
f([0.76 0.76]): 0.6889214451105514
f([0.77 0.77]): 0.6961352386273568
f([0.78 0.78]): 0.7032794192004103
f([0.79 0.79]): 0.7103532724176079
f([0.8 0.8]): 0.7173560908995229
f([0.81 0.81]): 0.7242871743701427
f([0.82 0.82]): 0.731145829726896
f([0.83 0.83]): 0.7379313711099629
f([0.84 0.84]): 0.7446431199708594
f([0.85 0.85]): 0.7512804051402928
f([0.86 0.86]): 0.7578425628952771
f([0.87 0.87]): 0.7643289370255052
f([0.88 0.88]): 0.7707388788989694
f([0.89 0.89]): 0.7770717475268241
f([0.9 0.9]): 0.7833269096274835
f([0.91 0.91]): 0.7895037396899506
f([0.92 0.92]): 0.7956016200363661
f([0.93 0.93]): 0.8016199408837773
f([0.94 0.94]): 0.8075581004051144
f([0.95 0.95]): 0.813415504789374
f([0.96 0.96]): 0.8191915683009985
f([0.97 0.97]): 0.8248857133384503
f([0.98 0.98]): 0.8304973704919706
f([0.99 0.99]): 0.8360259786005206
f([1. 1.]): 0.8414709848078966
f([1.01 1.01]): 0.8468318446180153
f([1.02 1.02]): 0.8521080219493631
f([1.03 1.03]): 0.8572989891886035
f([1.04 1.04]): 0.8624042272433385
f([1.05 1.05]): 0.8674232255940171
f([1.06 1.06]): 0.8723554823449864
f([1.07 1.07]): 0.8772005042746818
f([1.08 1.08]): 0.8819578068849476
f([1.09 1.09]): 0.8866269144494874
f([1.1 1.1]): 0.8912073600614355
f([1.11 1.11]): 0.8956986856800477
f([1.12 1.12]): 0.9001004421765051
f([1.13 1.13]): 0.9044121893788261
f([1.14 1.14]): 0.9086334961158834
f([1.15 1.15]): 0.9127639402605212
f([1.16 1.16]): 0.9168031087717671
f([1.17 1.17]): 0.9207505977361358
f([1.18 1.18]): 0.9246060124080205
f([1.19 1.19]): 0.9283689672491668
f([1.2 1.2]): 0.9320390859672265
f([1.21 1.21]): 0.9356160015533861
f([1.22 1.22]): 0.9390993563190677
f([1.23 1.23]): 0.9424888019316977
f([1.24 1.24]): 0.9457839994495392
f([1.25 1.25]): 0.9489846193555863
f([1.26 1.26]): 0.9520903415905159
f([1.27 1.27]): 0.9551008555846924
f([1.28 1.28]): 0.9580158602892251
f([1.29 1.29]): 0.9608350642060728
f([1.3 1.3]): 0.9635581854171931
f([1.31 1.31]): 0.9661849516127342
f([1.32 1.32]): 0.9687151001182653
f([1.33 1.33]): 0.9711483779210447
f([1.34 1.34]): 0.9734845416953195
f([1.35 1.35]): 0.9757233578266592
f([1.36 1.36]): 0.9778646024353163
f([1.37 1.37]): 0.9799080613986143
f([1.38 1.38]): 0.9818535303723598
f([1.39 1.39]): 0.9837008148112767
f([1.4 1.4]): 0.9854497299884603
f([1.41 1.41]): 0.9871001010138505
f([1.42 1.42]): 0.9886517628517199
f([1.43 1.43]): 0.9901045603371779
f([1.44 1.44]): 0.9914583481916865
f([1.45 1.45]): 0.9927129910375886
f([1.46 1.46]): 0.9938683634116449
f([1.47 1.47]): 0.9949243497775809
f([1.48 1.48]): 0.9958808445376401
f([1.49 1.49]): 0.9967377520431434
f([1.5 1.5]): 0.9974949866040544
f([1.51 1.51]): 0.9981524724975481
f([1.52 1.52]): 0.998710143975583
f([1.53 1.53]): 0.999167945271476
f([1.54 1.54]): 0.9995258306054791
f([1.55 1.55]): 0.999783764189357
f([1.56 1.56]): 0.9999417202299663
f([1.57 1.57]): 0.9999996829318346
