f(-1.999): 0.10047309652276043
f(-1.9980000000000002): 0.09804199104136925
f(-1.9970000000000003): 0.0955107597225942
f(-1.9960000000000004): 0.0928817090677157
f(-1.9950000000000006): 0.09015723754320712
f(-1.9940000000000007): 0.08733983314009668
f(-1.9930000000000008): 0.08443207085632413
f(-1.9920000000000009): 0.08143661010484701
f(-1.991000000000001): 0.07835619205032093
f(-1.990000000000001): 0.07519363687721929
f(-1.9890000000000012): 0.07195184099230931
f(-1.9880000000000013): 0.06863377416445031
f(-1.9870000000000014): 0.0652424766047064
f(-1.9860000000000015): 0.061781055989831364
f(-1.9850000000000017): 0.05825268443218672
f(-1.9840000000000018): 0.054660595399219615
f(-1.9830000000000019): 0.05100808058561712
f(-1.982000000000002): 0.047298486741322324
f(-1.981000000000002): 0.043535212458580955
f(-1.9800000000000022): 0.03972170492123264
f(-1.9790000000000023): 0.03586145661947054
f(-1.9780000000000024): 0.03195800203328778
f(-1.9770000000000025): 0.028014914287873657
f(-1.9760000000000026): 0.02403580178419614
f(-1.9750000000000028): 0.020024304808024414
f(-1.9740000000000029): 0.015984092120653777
f(-1.973000000000003): 0.0119188575345694
f(-1.972000000000003): 0.007832316477305274
f(-1.9710000000000032): 0.0037282025467263525
f(-1.9700000000000033): -0.0003897359390421007
f(-1.9690000000000034): -0.0045177393938279275
f(-1.9680000000000035): -0.008652040414576956
f(-1.9670000000000036): -0.012788867228306534
f(-1.9660000000000037): -0.0169244471316925
f(-1.9650000000000039): -0.02105500992017416
f(-1.964000000000004): -0.02517679130349043
f(-1.963000000000004): -0.029286036304581257
f(-1.9620000000000042): -0.03337900263883204
f(-1.9610000000000043): -0.03745196407067365
f(-1.9600000000000044): -0.0415012137445946
f(-1.9590000000000045): -0.045523067487644016
f(-1.9580000000000046): -0.04951386708058169
f(-1.9570000000000047): -0.05346998349484167
f(-1.9560000000000048): -0.05738782009255665
f(-1.955000000000005): -0.06126381578691628
f(-1.954000000000005): -0.0650944481602008
f(-1.9530000000000052): -0.06887623653688064
f(-1.9520000000000053): -0.07260574500923148
f(-1.9510000000000054): -0.07627958541296928
f(-1.9500000000000055): -0.07989442025048063
f(-1.9490000000000056): -0.08344696555927203
f(-1.9480000000000057): -0.08693399372333865
f(-1.9470000000000058): -0.09035233622520787
f(-1.946000000000006): -0.09369888633649723
f(-1.945000000000006): -0.09697060174487113
f(-1.9440000000000062): -0.1001645071153746
f(-1.9430000000000063): -0.10327769658417495
f(-1.9420000000000064): -0.1063073361828324
f(-1.9410000000000065): -0.10925066619127868
f(-1.9400000000000066): -0.11210500341776637
f(-1.9390000000000067): -0.1148677434041289
f(-1.9380000000000068): -0.11753636255476338
f(-1.937000000000007): -0.12010842018782512
f(-1.936000000000007): -0.12258156050721011
f(-1.9350000000000072): -0.12495351449397112
f(-1.9340000000000073): -0.12722210171589726
f(-1.9330000000000074): -0.1293852320540665
f(-1.9320000000000075): -0.13144090734526304
f(-1.9310000000000076): -0.13338722293923078
f(-1.9300000000000077): -0.1352223691698125
f(-1.9290000000000078): -0.13694463273911597
f(-1.928000000000008): -0.13855239801391658
f(-1.927000000000008): -0.14004414823359912
f(-1.9260000000000081): -0.14141846662901839
f(-1.9250000000000083): -0.1426740374517378
f(-1.9240000000000084): -0.14380964691319215
f(-1.9230000000000085): -0.1448241840334001
f(-1.9220000000000086): -0.1457166413989276
f(-1.9210000000000087): -0.14648611582989515
f(-1.9200000000000088): -0.14713180895589
f(-1.919000000000009): -0.14765302770073463
f(-1.918000000000009): -0.1480491846761337
f(-1.9170000000000091): -0.14831979848430607
f(-1.9160000000000093): -0.14846449392978284
f(-1.9150000000000094): -0.14848300214063165
f(-1.9140000000000095): -0.14837516059944172
f(-1.9130000000000096): -0.1481409130844814
f(-1.9120000000000097): -0.14778030952151341
f(-1.9110000000000098): -0.14729350574682556
f(-1.91000000000001): -0.14668076318210962
f(-1.90900000000001): -0.14594244842188941
f(-1.9080000000000101): -0.14507903273427195
f(-1.9070000000000102): -0.14409109147586086
f(-1.9060000000000104): -0.14297930342174306
f(-1.9050000000000105): -0.14174445001152394
f(-1.9040000000000106): -0.14038741451244918
f(-1.9030000000000107): -0.13890918110072037
f(-1.9020000000000108): -0.1373108338621661
f(-1.901000000000011): -0.13559355571350026
f(-1.900000000000011): -0.1337586272454463
f(-1.8990000000000111): -0.13180742548908178
f(-1.8980000000000112): -0.12974142260678623
f(-1.8970000000000113): -0.12756218450926285
f(-1.8960000000000115): -0.1252713694001266
f(-1.8950000000000116): -0.12287072624962726
f(-1.8940000000000117): -0.12036209319910042
f(-1.8930000000000118): -0.11774739589781759
f(-1.892000000000012): -0.1150286457739146
f(-1.891000000000012): -0.11220793824116192
f(-1.8900000000000121): -0.10928745084334911
f(-1.8890000000000122): -0.10626944133811358
f(-1.8880000000000123): -0.10315624572207978
f(-1.8870000000000124): -0.09995027619920595
f(-1.8860000000000126): -0.0966540190942814
f(-1.8850000000000127): -0.09327003271353027
f(-1.8840000000000128): -0.08980094515433885
f(-1.8830000000000129): -0.08624945206611494
f(-1.882000000000013): -0.08261831436435353
f(-1.881000000000013): -0.07891035589997576
f(-1.8800000000000132): -0.07512846108605267
f(-1.8790000000000133): -0.07127557248403474
f(-1.8780000000000134): -0.06735468835163629
f(-1.8770000000000135): -0.06336886015453314
f(-1.8760000000000137): -0.059321190044051224
f(-1.8750000000000138): -0.05521482830303989
f(-1.8740000000000139): -0.05105297076213099
f(-1.873000000000014): -0.04683885618859698
f(-1.872000000000014): -0.04257576365002897
f(-1.8710000000000142): -0.038267009855059445
f(-1.8700000000000143): -0.033915946473362595
f(-1.8690000000000144): -0.029525957437169112
f(-1.8680000000000145): -0.025100456226515314
f(-1.8670000000000146): -0.020642883140478713
f(-1.8660000000000148): -0.016156702556608993
f(-1.8650000000000149): -0.011645400180797495
f(-1.864000000000015): -0.007112480289782328
f(-1.863000000000015): -0.0025614629685182673
f(-1.8620000000000152): 0.0020041186554039486
f(-1.8610000000000153): 0.006580721178098218
f(-1.8600000000000154): 0.011164793684307959
f(-1.8590000000000155): 0.01575278050875951
f(-1.8580000000000156): 0.020341123991801602
f(-1.8570000000000157): 0.024926267227210898
f(-1.8560000000000159): 0.029504656800054322
f(-1.855000000000016): 0.03407274551253532
f(-1.854000000000016): 0.038626995095755776
f(-1.8530000000000162): 0.043163878905371524
f(-1.8520000000000163): 0.047679884599117775
f(-1.8510000000000164): 0.05217151679424046
f(-1.8500000000000165): 0.05663529970286656
f(-1.8490000000000166): 0.06106777974339838
f(-1.8480000000000167): 0.06546552812604435
f(-1.8470000000000169): 0.06982514341060927
f(-1.846000000000017): 0.07414325403474893
f(-1.845000000000017): 0.07841652081086758
f(-1.8440000000000172): 0.0826416393899241
f(-1.8430000000000173): 0.0868153426904217
f(-1.8420000000000174): 0.09093440329090313
f(-1.8410000000000175): 0.09499563578431273
f(-1.8400000000000176): 0.09899589909262305
f(-1.8390000000000177): 0.10293209874016558
f(-1.8380000000000178): 0.1068011890841565
f(-1.837000000000018): 0.11060017550092908
f(-1.836000000000018): 0.1143261165264594
f(-1.8350000000000182): 0.11797612594977967
f(-1.8340000000000183): 0.12154737485795282
f(-1.8330000000000184): 0.1250370936313098
f(-1.8320000000000185): 0.12844257388768746
f(-1.8310000000000186): 0.13176117037448332
f(-1.8300000000000187): 0.13499030280735955
f(-1.8290000000000188): 0.13812745765449166
f(-1.828000000000019): 0.14117018986530477
f(-1.827000000000019): 0.14411612454268655
f(-1.8260000000000192): 0.1469629585577188
f(-1.8250000000000193): 0.14970846210601033
f(-1.8240000000000194): 0.152350480204778
f(-1.8230000000000195): 0.1548869341298591
f(-1.8220000000000196): 0.15731582279189804
f(-1.8210000000000197): 0.15963522405099442
f(-1.8200000000000198): 0.16184329596915492
f(-1.81900000000002): 0.16393827799994098
f(-1.81800000000002): 0.1659184921147511
f(-1.8170000000000202): 0.16778234386523574
f(-1.8160000000000203): 0.16952832338138196
f(-1.8150000000000204): 0.17115500630486996
f(-1.8140000000000205): 0.17266105465733833
f(-1.8130000000000206): 0.1740452176432603
f(-1.8120000000000207): 0.17530633238717305
f(-1.8110000000000208): 0.17644332460505516
f(-1.810000000000021): 0.17745520920970237
f(-1.809000000000021): 0.17834109084998984
f(-1.8080000000000211): 0.17910016438397158
f(-1.8070000000000213): 0.17973171528580623
f(-1.8060000000000214): 0.18023511998655167
f(-1.8050000000000215): 0.1806098461489183
f(-1.8040000000000216): 0.1808554528761178
f(-1.8030000000000217): 0.18097159085499087
