0.200000	12.092524
0.219600	11.027543
0.239200	10.138321
0.258800	9.384925
0.278400	8.738668
0.298000	8.178410
0.317600	7.688230
0.337200	7.255908
0.356800	6.871908
0.376400	6.528684
0.396000	6.220180
0.415600	5.941484
0.435200	5.688570
0.454800	5.458103
0.474400	5.247303
0.494000	5.053827
0.513600	4.875694
0.533200	4.711211
0.552800	4.558926
0.572400	4.417587
0.592000	4.286107
0.611600	4.163537
0.631200	4.049049
0.650800	3.941911
0.670400	3.841479
0.690000	3.747183
0.709600	3.658513
0.729200	3.575016
0.748800	3.496286
0.768400	3.421958
0.788000	3.351705
0.807600	3.285229
0.827200	3.222261
0.846800	3.162560
0.866400	3.105902
0.886000	3.052086
0.905600	3.000928
0.925200	2.952259
0.944800	2.905923
0.964400	2.861780
0.984000	2.819697
1.003600	2.779554
1.023200	2.741241
1.042800	2.704653
1.062400	2.669695
1.082000	2.636280
1.101600	2.604323
1.121200	2.573750
1.140800	2.544489
1.160400	2.516474
1.180000	2.489642
1.199600	2.463935
1.219200	2.439300
1.238800	2.415685
1.258400	2.393044
1.278000	2.371331
1.297600	2.350503
1.317200	2.330523
1.336800	2.311353
1.356400	2.292956
1.376000	2.275302
1.395600	2.258358
1.415200	2.242094
1.434800	2.226484
1.454400	2.211500
1.474000	2.197119
1.493600	2.183315
1.513200	2.170067
1.532800	2.157353
1.552400	2.145154
1.572000	2.133450
1.591600	2.122223
1.611200	2.111455
1.630800	2.101130
1.650400	2.091233
1.670000	2.081747
1.689600	2.072660
1.709200	2.063957
1.728800	2.055625
1.748400	2.047652
1.768000	2.040027
1.787600	2.032737
1.807200	2.025771
1.826800	2.019120
1.846400	2.012773
1.866000	2.006721
1.885600	2.000955
1.905200	1.995466
1.924800	1.990245
1.944400	1.985285
1.964000	1.980577
1.983600	1.976115
2.003200	1.971890
2.022800	1.967897
2.042400	1.964128
2.062000	1.960578
2.081600	1.957240
2.101200	1.954108
2.120800	1.951176
2.140400	1.948440
2.160000	1.945893
2.179600	1.943531
2.199200	1.941348
2.218800	1.939341
2.238400	1.937505
2.258000	1.935834
2.277600	1.934326
2.297200	1.932975
2.316800	1.931778
2.336400	1.930730
2.356000	1.929830
2.375600	1.929071
2.395200	1.928452
2.414800	1.927969
2.434400	1.927619
2.454000	1.927398
2.473600	1.927303
2.493200	1.927332
2.512800	1.927481
2.532400	1.927748
2.552000	1.928131
2.571600	1.928626
2.591200	1.929231
2.610800	1.929944
2.630400	1.930762
2.650000	1.931682
2.669600	1.932704
2.689200	1.933824
2.708800	1.935040
2.728400	1.936351
2.748000	1.937755
2.767600	1.939248
2.787200	1.940830
2.806800	1.942499
2.826400	1.944253
2.846000	1.946091
2.865600	1.948010
2.885200	1.950008
2.904800	1.952085
2.924400	1.954239
2.944000	1.956469
2.963600	1.958772
2.983200	1.961147
3.002800	1.963593
3.022400	1.966110
3.042000	1.968694
3.061600	1.971346
3.081200	1.974063
3.100800	1.976845
3.120400	1.979690
3.140000	1.982598
3.159600	1.985567
3.179200	1.988595
3.198800	1.991683
3.218400	1.994829
3.238000	1.998031
3.257600	2.001289
3.277200	2.004603
3.296800	2.007970
3.316400	2.011390
3.336000	2.014862
3.355600	2.018385
3.375200	2.021959
3.394800	2.025582
3.414400	2.029254
3.434000	2.032974
3.453600	2.036741
3.473200	2.040554
3.492800	2.044412
3.512400	2.048316
3.532000	2.052263
3.551600	2.056254
3.571200	2.060288
3.590800	2.064364
3.610400	2.068480
3.630000	2.072638
3.649600	2.076836
3.669200	2.081073
3.688800	2.085349
3.708400	2.089663
3.728000	2.094015
3.747600	2.098404
3.767200	2.102830
3.786800	2.107292
3.806400	2.111789
3.826000	2.116321
3.845600	2.120887
3.865200	2.125488
3.884800	2.130122
3.904400	2.134789
3.924000	2.139488
3.943600	2.144219
3.963200	2.148982
3.982800	2.153776
4.002400	2.158601
4.022000	2.163456
4.041600	2.168341
4.061200	2.173255
4.080800	2.178199
4.100400	2.183171
4.120000	2.188171
4.139600	2.193199
4.159200	2.198255
4.178800	2.203337
4.198400	2.208447
4.218000	2.213583
4.237600	2.218745
4.257200	2.223933
4.276800	2.229146
4.296400	2.234384
4.316000	2.239647
4.335600	2.244935
4.355200	2.250246
4.374800	2.255581
4.394400	2.260940
4.414000	2.266322
4.433600	2.271728
4.453200	2.277155
4.472800	2.282605
4.492400	2.288078
4.512000	2.293572
4.531600	2.299087
4.551200	2.304624
4.570800	2.310182
4.590400	2.315761
4.610000	2.321360
4.629600	2.326980
4.649200	2.332620
4.668800	2.338279
4.688400	2.343958
4.708000	2.349657
4.727600	2.355375
4.747200	2.361111
4.766800	2.366867
4.786400	2.372641
4.806000	2.378433
4.825600	2.384243
4.845200	2.390072
4.864800	2.395918
4.884400	2.401781
4.904000	2.407662
4.923600	2.413560
4.943200	2.419475
4.962800	2.425406
4.982400	2.431354
5.002000	2.437319
5.021600	2.443300
5.041200	2.449297
5.060800	2.455309
5.080400	2.461338
5.100000	2.467382
5.119600	2.473441
5.139200	2.479516
5.158800	2.485605
5.178400	2.491710
5.198000	2.497829
5.217600	2.503963
5.237200	2.510112
5.256800	2.516274
5.276400	2.522451
5.296000	2.528642
5.315600	2.534847
5.335200	2.541066
5.354800	2.547298
5.374400	2.553544
5.394000	2.559803
5.413600	2.566076
5.433200	2.572361
5.452800	2.578660
5.472400	2.584971
5.492000	2.591295
5.511600	2.597632
5.531200	2.603981
5.550800	2.610342
5.570400	2.616716
5.590000	2.623102
5.609600	2.629500
5.629200	2.635910
5.648800	2.642332
5.668400	2.648765
5.688000	2.655210
5.707600	2.661667
5.727200	2.668135
5.746800	2.674614
5.766400	2.681105
5.786000	2.687606
5.805600	2.694119
5.825200	2.700642
5.844800	2.707177
5.864400	2.713722
5.884000	2.720277
5.903600	2.726844
5.923200	2.733420
5.942800	2.740007
5.962400	2.746604
5.982000	2.753212
6.001600	2.759829
6.021200	2.766457
6.040800	2.773094
6.060400	2.779742
6.080000	2.786399
6.099600	2.793065
6.119200	2.799742
6.138800	2.806428
6.158400	2.813123
6.178000	2.819828
6.197600	2.826542
6.217200	2.833265
6.236800	2.839997
6.256400	2.846739
6.276000	2.853489
6.295600	2.860249
6.315200	2.867017
6.334800	2.873794
6.354400	2.880580
6.374000	2.887374
6.393600	2.894177
6.413200	2.900989
6.432800	2.907809
6.452400	2.914638
6.472000	2.921474
6.491600	2.928320
6.511200	2.935173
6.530800	2.942034
6.550400	2.948904
6.570000	2.955782
6.589600	2.962667
6.609200	2.969561
6.628800	2.976462
6.648400	2.983371
6.668000	2.990288
6.687600	2.997213
6.707200	3.004145
6.726800	3.011085
6.746400	3.018033
6.766000	3.024987
6.785600	3.031950
6.805200	3.038919
6.824800	3.045897
6.844400	3.052881
6.864000	3.059872
6.883600	3.066871
6.903200	3.073877
6.922800	3.080890
6.942400	3.087910
6.962000	3.094937
6.981600	3.101971
7.001200	3.109012
7.020800	3.116059
7.040400	3.123114
7.060000	3.130175
7.079600	3.137243
7.099200	3.144317
7.118800	3.151399
7.138400	3.158486
7.158000	3.165581
7.177600	3.172682
7.197200	3.179789
7.216800	3.186903
7.236400	3.194023
7.256000	3.201149
7.275600	3.208282
7.295200	3.215421
7.314800	3.222566
7.334400	3.229718
7.354000	3.236876
7.373600	3.244039
7.393200	3.251209
7.412800	3.258385
7.432400	3.265567
7.452000	3.272755
7.471600	3.279948
7.491200	3.287148
7.510800	3.294353
7.530400	3.301565
7.550000	3.308782
7.569600	3.316005
7.589200	3.323233
7.608800	3.330468
7.628400	3.337707
7.648000	3.344953
7.667600	3.352204
7.687200	3.359461
7.706800	3.366723
7.726400	3.373991
7.746000	3.381264
7.765600	3.388543
7.785200	3.395827
7.804800	3.403117
7.824400	3.410411
7.844000	3.417712
7.863600	3.425017
7.883200	3.432328
7.902800	3.439644
7.922400	3.446965
7.942000	3.454291
7.961600	3.461623
7.981200	3.468959
8.000800	3.476301
8.020400	3.483648
8.040000	3.491000
8.059600	3.498357
8.079200	3.505719
8.098800	3.513085
8.118400	3.520457
8.138000	3.527834
8.157600	3.535216
8.177200	3.542602
8.196800	3.549993
8.216400	3.557389
8.236000	3.564790
8.255600	3.572196
8.275200	3.579607
8.294800	3.587022
8.314400	3.594442
8.334000	3.601866
8.353600	3.609296
8.373200	3.616729
